Entity,relation,Newnode
豆类斑背安缘蝽,分布区域,江苏
豆类斑背安缘蝽,分布区域,浙江
豆类斑背安缘蝽,分布区域,四川
豆类斑背安缘蝽,分布区域,贵州
豆类斑背安缘蝽,分布区域,云南
豆类斑背安缘蝽,分布区域,福建
豆类斑背安缘蝽,分布区域,江西
豆类斑背安缘蝽,分布区域,西藏
豆类斑背安缘蝽,寄主,大豆
豆类斑背安缘蝽,寄主,紫穗槐
豆类斑背安缘蝽,为害部位,叶片
豆类斑背安缘蝽,为害部位,嫩枝
豆类斑背安缘蝽,为害部位,茎端
豆类斑背安缘蝽,防治药物,50％乙酰甲胺磷乳油1000倍液
豆类斑背安缘蝽,防治药物,25％杀虫双水剂400倍液
豆类斑背安缘蝽,防治药物,2．5％溴氰菊酯乳油2000一2500倍液
豆类斑背安缘蝽,防治药物,10％多来宝胶悬剂1000倍液
豆类斑背安缘蝽,防治药物,10％吡虫啉可湿性粉剂1000—l500倍液
豆类条蜂缘蝽,学名,RiptortuslinearisFabricius
豆类条蜂缘蝽,属目,半翅目
豆类条蜂缘蝽,属科,缘蝽科
豆类条蜂缘蝽,别名,白条蜂缘蝽
豆类条蜂缘蝽,别名,豆缘蝽象
豆类条蜂缘蝽,分布区域,浙江
豆类条蜂缘蝽,分布区域,江西
豆类条蜂缘蝽,分布区域,广西
豆类条蜂缘蝽,分布区域,四川
豆类条蜂缘蝽,分布区域,贵州
豆类条蜂缘蝽,分布区域,云南
豆类条蜂缘蝽,寄主,蚕豆
豆类条蜂缘蝽,寄主,豌豆
豆类条蜂缘蝽,寄主,菜豆
豆类条蜂缘蝽,寄主,绿豆
豆类条蜂缘蝽,寄主,大豆
豆类条蜂缘蝽,寄主,豇豆
豆类条蜂缘蝽,寄主,昆明鸡血藤
豆类条蜂缘蝽,寄主,毛蔓豆
豆类条蜂缘蝽,寄主,水稻
豆类条蜂缘蝽,寄主,麦类
豆类条蜂缘蝽,寄主,高粱
豆类条蜂缘蝽,寄主,玉米
豆类条蜂缘蝽,寄主,红薯
豆类条蜂缘蝽,寄主,棉花
豆类条蜂缘蝽,寄主,甘蔗
豆类条蜂缘蝽,寄主,丝瓜
豆类条蜂缘蝽,为害部位,花果
豆类条蜂缘蝽,为害部位,豆荚
豆类条蜂缘蝽,为害部位,嫩茎
豆类条蜂缘蝽,为害部位,嫩叶
豆类条蜂缘蝽,防治药物,广谱性杀虫剂
豆类点蜂绿蝽,学名,Riptortuspedestris(Fabricius)
豆类点蜂绿蝽,属目,半翅目
豆类点蜂绿蝽,属科,缘蝽科
豆类点蜂绿蝽,分布区域,河北
豆类点蜂绿蝽,分布区域,河南
豆类点蜂绿蝽,分布区域,江苏
豆类点蜂绿蝽,分布区域,浙江
豆类点蜂绿蝽,分布区域,安徽
豆类点蜂绿蝽,分布区域,江西
豆类点蜂绿蝽,分布区域,湖北
豆类点蜂绿蝽,分布区域,四川
豆类点蜂绿蝽,分布区域,福建
豆类点蜂绿蝽,分布区域,云南
豆类点蜂绿蝽,分布区域,西藏
豆类点蜂绿蝽,寄主,大豆
豆类点蜂绿蝽,寄主,蚕豆
豆类点蜂绿蝽,寄主,豇豆
豆类点蜂绿蝽,寄主,豌豆
豆类点蜂绿蝽,寄主,丝瓜
豆类点蜂绿蝽,寄主,白菜
豆类点蜂绿蝽,为害部位,汁液
豆类筛豆龟蝽,学名,Megacoptacribraria(Fabricius)
豆类筛豆龟蝽,属目,半翅目
豆类筛豆龟蝽,属科,龟蝽科
豆类筛豆龟蝽,别名,豆平腹蝽
豆类筛豆龟蝽,异名,CoptosomacribrayiaFabricius
豆类筛豆龟蝽,分布区域,北京
豆类筛豆龟蝽,分布区域,山西
豆类筛豆龟蝽,分布区域,台湾
豆类筛豆龟蝽,分布区域,陕西
豆类筛豆龟蝽,分布区域,四川
豆类筛豆龟蝽,分布区域,云南
豆类筛豆龟蝽,分布区域,西藏
豆类筛豆龟蝽,寄主,菜豆
豆类筛豆龟蝽,寄主,扁豆
豆类筛豆龟蝽,寄主,豆科蔬菜
豆类筛豆龟蝽,寄主,大豆
豆类筛豆龟蝽,寄主,绿豆
豆类筛豆龟蝽,为害部位,茎秆
豆类筛豆龟蝽,为害部位,叶柄
豆类筛豆龟蝽,为害部位,荚果
豆类筛豆龟蝽,防治药物,广谱性杀虫剂
豆类红背安缘蝽,学名,Anop10cnemisphasianaFabricius
豆类红背安缘蝽,属目,半翅目
豆类红背安缘蝽,属科,缘蝽科
豆类红背安缘蝽,分布区域,吉林
豆类红背安缘蝽,分布区域,江西
豆类红背安缘蝽,分布区域,福建
豆类红背安缘蝽,分布区域,广东
豆类红背安缘蝽,分布区域,广西
豆类红背安缘蝽,分布区域,云南
豆类红背安缘蝽,分布区域,河南
豆类红背安缘蝽,寄主,大豆
豆类红背安缘蝽,寄主,豇豆
豆类红背安缘蝽,寄主,菜豆
豆类红背安缘蝽,寄主,绿豆
豆类红背安缘蝽,寄主,四季豆
豆类红背安缘蝽,寄主,瓜类
豆类红背安缘蝽,寄主,花生
豆类红背安缘蝽,寄主,合欢
豆类红背安缘蝽,寄主,竹类
豆类红背安缘蝽,为害部位,豆荚
豆类红背安缘蝽,为害部位,嫩芽
豆类红背安缘蝽,防治药物,50％乙酰甲胺磷乳油1000倍液
豆类红背安缘蝽,防治药物,25％杀虫双水剂400倍液
豆类红背安缘蝽,防治药物,2．5％溴氰菊酯乳油2000一2500倍液
豆类红背安缘蝽,防治药物,10％多来宝胶悬剂1000倍液
豆类红背安缘蝽,防治药物,10％吡虫啉可湿性粉剂1000―l500倍液
豆类葡萄长须卷蛾,学名,SparganothispillerianaDenisetSchiffermuller
豆类葡萄长须卷蛾,属目,鳞翅目
豆类葡萄长须卷蛾,属科,卷蛾科
豆类葡萄长须卷蛾,别名,葡萄卷叶蛾
豆类葡萄长须卷蛾,别名,藤卷叶蛾
豆类葡萄长须卷蛾,分布区域,黑龙江
豆类葡萄长须卷蛾,分布区域,吉林
豆类葡萄长须卷蛾,分布区域,辽宁
豆类葡萄长须卷蛾,寄主,大豆
豆类葡萄长须卷蛾,寄主,葡萄
豆类葡萄长须卷蛾,寄主,棠梨
豆类葡萄长须卷蛾,寄主,油桐
豆类葡萄长须卷蛾,为害部位,叶片
豆类葡萄长须卷蛾,防治药物,1％灭杀毙乳油3000倍液
豆类葡萄长须卷蛾,防治药物,30％灭多威乳油2000倍液
豆类葡萄长须卷蛾,防治药物,20％氰戊菊酯乳油3000倍液
豆类葡萄长须卷蛾,防治药物,50％马拉硫磷乳油10oo倍液
豆类葡萄长须卷蛾,防治药物,20％氯・马乳油3000倍液
豆类葡萄长须卷蛾,防治药物,10％天王星乳油4000―5000倍液
豆类豆叶东潜蝇,学名,Japanagromyzatristella(Thomson)
豆类豆叶东潜蝇,属目,双翅目
豆类豆叶东潜蝇,属科,潜蝇科
豆类豆叶东潜蝇,别名,北京
豆类豆叶东潜蝇,别名,河南
豆类豆叶东潜蝇,别名,河北
豆类豆叶东潜蝇,别名,山东
豆类豆叶东潜蝇,别名,江苏
豆类豆叶东潜蝇,别名,福建
豆类豆叶东潜蝇,别名,四川
豆类豆叶东潜蝇,别名,陕西
豆类豆叶东潜蝇,别名,广东
豆类豆叶东潜蝇,别名,云南
豆类豆叶东潜蝇,寄主,大豆
豆类豆叶东潜蝇,寄主,豆科蔬菜
豆类豆叶东潜蝇,为害部位,叶片
豆类豆叶东潜蝇,为害部位,叶肉
豆类豆叶东潜蝇,防治药物,50％马拉硫磷乳油1000-2000倍液
豆类豆叶东潜蝇,防治药物,20％氰戊菊酯乳油
豆类豆叶东潜蝇,防治药物,2．5％溴氰菊酯乳油
豆类豆叶东潜蝇,防治药物,20％甲氰菊酯乳油6000一7000倍液
豆类豆叶东潜蝇,防治药物,40％水胺硫磷乳油1000倍液
豆类豆天蛾,学名,ClanisbilineatatsingtauicaMel1
豆类豆天蛾,属目,鳞翅目
豆类豆天蛾,属科,天蛾科
豆类豆天蛾,别名,大豆天蛾
豆类豆天蛾,寄主,豇豆
豆类豆天蛾,寄主,大豆
豆类豆天蛾,为害部位,叶片
豆类豆天蛾,防治药物,50％辛硫磷乳剂1000倍液
豆类豆天蛾,防治药物,20％杀灭菊酯2000倍液
豆类豆天蛾,防治药物,21％灭杀毙(增效氰・马乳油)3000倍液
豆类豆根蛇潜蝇,学名,Ophiomyiashibatsuji(Kato)
豆类豆根蛇潜蝇,属目,双翅目
豆类豆根蛇潜蝇,属科,潜蝇科
豆类豆根蛇潜蝇,异名,MelanagromyzashibatsujiKato;M.centrosematisKat0.
豆类豆根蛇潜蝇,别名,大豆根潜蝇
豆类豆根蛇潜蝇,别名,大豆根蛇潜蝇
豆类豆根蛇潜蝇,别名,大豆根蛆
豆类豆根蛇潜蝇,分布区域,黑龙江
豆类豆根蛇潜蝇,分布区域,吉林
豆类豆根蛇潜蝇,分布区域,辽宁
豆类豆根蛇潜蝇,分布区域,内蒙古
豆类豆根蛇潜蝇,分布区域,山东
豆类豆根蛇潜蝇,分布区域,河北
豆类豆根蛇潜蝇,寄主,大豆
豆类豆根蛇潜蝇,寄主,野生大豆
豆类豆根蛇潜蝇,为害部位,根茎韧皮部
豆类豆根蛇潜蝇,防治药物,50％辛硫磷加多福合剂
豆类豆根蛇潜蝇,防治药物,辛硫磷
豆类豆根蛇潜蝇,防治药物,多福合剂
豆类豆根蛇潜蝇,防治药物,辛硫磷
豆类豆根蛇潜蝇,防治药物,2％巴丹粉剂
豆类豆根蛇潜蝇,防治药物,2％甲荼威粉剂
豆类豆根蛇潜蝇,防治药物,1．5％甲基1605粉剂
豆类豆根蛇潜蝇,防治药物,25％爱卡士乳油1500倍液
豆类豆根蛇潜蝇,防治药物,2．5％溴氰菊酯乳油3000倍液
豆类豆根蛇潜蝇,防治药物,20％康福多(吡虫啉)浓可溶剂3000一4000倍液
豆类豆根蛇潜蝇,防治药物,40％绿菜宝乳油1000倍液
豆类豆根蛇潜蝇,防治药物,48％乐斯本乳油1300倍液
豆类豆田斜纹夜峨,学名,Prodenialitura(Fabricius)
豆类豆田斜纹夜峨,属目,鳞翅目
豆类豆田斜纹夜峨,属科,夜蛾科
豆类豆田斜纹夜峨,分布区域,北起辽宁
豆类豆田斜纹夜峨,分布区域,南至海南岛
豆类豆田斜纹夜峨,寄主,大豆
豆类豆田斜纹夜峨,寄主,棉花
豆类豆田斜纹夜峨,寄主,甘薯
豆类豆田斜纹夜峨,寄主,向日葵
豆类豆田斜纹夜峨,寄主,苜蓿
豆类豆田斜纹夜峨,寄主,马铃薯
豆类豆田斜纹夜峨,寄主,烟草
豆类豆田斜纹夜峨,寄主,桑树
豆类豆田斜纹夜峨,寄主,蔬菜
豆类豆田斜纹夜峨,为害部位,叶片
豆类豆田斜纹夜峨,防治药物,广谱性杀虫剂
豆类豆田棉铃虫,学名,Helicoverpaarmigera(Hubner)异名Heliothisarmigera(Hubner)
豆类豆田棉铃虫,属目,鳞翅目
豆类豆田棉铃虫,属科,夜蛾科
豆类豆田棉铃虫,分布区域,全国豆产区
豆类豆田棉铃虫,防治药物,1％-2％过磷酸钙浸出液
豆类豆田棉铃虫,天敌,赤眼蜂
豆类豆田棉铃虫,防治药物,含每克孢子量100亿以上的B·t乳剂
豆类豆田棉铃虫,天敌,草蛉
豆类豆田棉铃虫,防治药物,10．8％凯撒乳油
豆类豆田棉铃虫,防治药物,32．8％保棉丹乳油
豆类豆田棉铃虫,防治药物,42％特力克乳油
豆类豆田棉铃虫,防治药物,35％赛丹乳油
豆类豆田棉铃虫,防治药物,40％辉丰1号乳油
豆类豆田棉铃虫,防治药物,2．5％天王星乳油3000倍液
豆类豆田棉铃虫,防治药物,1．8％农家乐(阿维菌素B1)4000一5000倍液
豆类豆田棉铃虫,防治药物,30％灭铃威乳油1500倍液
豆类豆田棉铃虫,防治药物,40％灭抗铃乳油1000倍液
豆类豆田棉铃虫,防治药物,l0％吡虫啉可湿性粉剂1500倍液
豆类豆田棉铃虫,防治药物,20％灭多威乳油1500倍液
豆类豆田棉铃虫,防治药物,35％顺丰2号乳油1000倍液
豆类豆田棉铃虫,防治药物,2．5％氯氰灵乳油1500倍液
豆类豆田棉铃虫,防治药物,20％农绿宝乳油1500倍液
豆类豆田棉铃虫,防治药物,20％虫死净可湿性粉剂2000倍液
豆类豆田棉铃虫,防治药物,45％丙·辛乳油1500倍液
豆类豆田棉铃虫,防治药物,43％辛·氟氯氰乳油(新百灵)1500倍液(北京顺义农药厂)
豆类豆田棉铃虫,防治药物,44％速凯乳油1500倍液
豆类豆田棉铃虫,防治药物,50％凯明2号乳油1000倍液
豆类豆田棉铃虫,防治药物,40％水胺硫磷
豆类豆田棉铃虫,防治药物,50％对硫磷乳油2000倍液
豆类豆田棉铃虫,防治药物,43％辛·氟氯氰乳油1500倍液
豆类豆田棉铃虫,防治药物,44％丙溴磷乳油
豆类豆田棉铃虫,防治药物,75％拉维因乳油
豆类豆田棉铃虫,防治药物,35％赛丹(硫丹)乳油
豆类豆田棉铃虫,防治药物,44％丙溴磷乳油
豆类豆田棉铃虫,防治药物,40％久效磷乳油150一200倍液
豆类豆田棉铃虫,防治药物,5％氟铃脲乳油
豆类豆田棉铃虫,防治药物,30％灭·辛乳油(灭多威十辛硫磷)1000倍液
豆类豆田棉铃虫,防治药物,棉铃宝
豆类豆田棉铃虫,防治药物,辛氰乳油
豆类豆田棉铃虫,防治药物,北农931
豆类豆秆野螟,学名,Ostriniascapulalis(Walker)
豆类豆秆野螟,属目,鳞翅目
豆类豆秆野螟,属科,螟蛾科
豆类豆秆野螟,分布区域,新疆
豆类豆秆野螟,分布区域,内蒙古
豆类豆秆野螟,分布区域,黑龙江
豆类豆秆野螟,分布区域,吉林
豆类豆秆野螟,分布区域,辽宁
豆类豆秆野螟,分布区域,河北
豆类豆秆野螟,分布区域,北京
豆类豆秆野螟,分布区域,天津
豆类豆秆野螟,分布区域,江苏
豆类豆秆野螟,分布区域,湖北
豆类豆秆野螟,分布区域,四川
豆类豆秆野螟,分布区域,西藏
豆类豆秆野螟,分布区域,日本
豆类豆秆野螟,分布区域,前苏联
豆类豆秆野螟,分布区域,东欧
豆类豆秆野螟,寄主,大麻
豆类豆秆野螟,寄主,酒花
豆类豆秆野螟,寄主,大豆
豆类豆秆野螟,寄主,小豆
豆类豆秆野螟,寄主,菜豆
豆类豆秆野螟,寄主,花生
豆类豆秆野螟,寄主,蓖麻
豆类豆秆野螟,寄主,颖冬
豆类豆秆野螟,寄主,薏苡
豆类豆秆野螟,寄主,苍耳
豆类豆秆野螟,寄主,野篙
豆类豆秆野螟,寄主,漳草
豆类豆秆野螟,寄主,花蓼
豆类豆秆野螟,寄主,戟叶蓼
豆类豆秆野螟,寄主,羊蹄
豆类豆秆野螟,寄主,蓼兰
豆类豆秆野螟,寄主,虎杖
豆类豆秆野螟,寄主,天竺葵
豆类豆秆野螟,寄主,白日草
豆类豆秆野螟,寄主,紫茎鬼针草
豆类豆秆野螟,寄主,蜂斗叶
豆类豆秆野螟,天敌,赤眼蜂
豆类豆秆野螟,防治药物,2．5％溴氰菊酪乳油2000倍液
豆类豆秆野螟,防治药物,50％对硫磷乳油2000倍液
豆类豆秆野螟,防治药物,50％辛硫磷乳油1500倍液
豆类豆秆野螟,防治药物,5％锐劲特悬浮剂1500倍液
豆类豆秆野螟,防治药物,20％敌氰乳油2000倍液
豆类豆秆野螟,防治药物,25％广克威乳油2000倍液
豆类豆秆野螟,防治药物,20％灭多威乳油2000倍液
豆类豆秆黑潜蝇,学名,Melanagromyzasojae(Zehntner)deMeijere
豆类豆秆黑潜蝇,属目,双翅目
豆类豆秆黑潜蝇,属科,潜蝇科
豆类豆秆黑潜蝇,分布区域,吉林
豆类豆秆黑潜蝇,分布区域,台湾
豆类豆秆黑潜蝇,寄主,四季豆
豆类豆秆黑潜蝇,寄主,豇豆
豆类豆秆黑潜蝇,寄主,毛豆(青大豆)
豆类豆秆黑潜蝇,寄主,大豆
豆类豆秆黑潜蝇,寄主,赤豆
豆类豆秆黑潜蝇,寄主,绿豆
豆类豆秆黑潜蝇,为害部位,茎秆
豆类豆秆黑潜蝇,为害部位,根茎
豆类豆秆黑潜蝇,防治药物,50％辛硫磷乳油1000倍液
豆类豆秆黑潜蝇,防治药物,2．5％保得乳油3000倍液
豆类豆秆黑潜蝇,防治药物,20％菊。马乳油3000倍液
豆类豆秆黑潜蝇,防治药物,21％灭杀毙乳油3000倍液
豆类豆突眼长蝽,学名,ChauliopsfallaxScott
豆类豆突眼长蝽,属目,半翅目
豆类豆突眼长蝽,属科,长蝽科
豆类豆突眼长蝽,分布区域,华北
豆类豆突眼长蝽,分布区域,华东
豆类豆突眼长蝽,分布区域,华中
豆类豆突眼长蝽,分布区域,西南
豆类豆突眼长蝽,寄主,大豆
豆类豆突眼长蝽,寄主,绿豆
豆类豆突眼长蝽,寄主,豇豆
豆类豆突眼长蝽,寄主,菜豆
豆类豆突眼长蝽,寄主,刀豆
豆类豆突眼长蝽,寄主,赤豆
豆类豆突眼长蝽,寄主,山绿豆
豆类豆突眼长蝽,为害部位,叶片
豆类豆突眼长蝽,防治药物,广谱性杀虫剂
豆类豆芜菁,学名,EpicautagorhamiMarseu1
豆类豆芜菁,属目,鞘翅目
豆类豆芜菁,属科,芜菁科
豆类豆芜菁,别名,白条芫菁
豆类豆芜菁,别名,锯角豆芫菁
豆类豆芜菁,分布区域,黑龙江
豆类豆芜菁,分布区域,内蒙古
豆类豆芜菁,分布区域,新疆
豆类豆芜菁,分布区域,台湾
豆类豆芜菁,分布区域,海南
豆类豆芜菁,分布区域,广东
豆类豆芜菁,分布区域,广西
豆类豆芜菁,寄主,大豆
豆类豆芜菁,寄主,菜豆
豆类豆芜菁,寄主,豇豆
豆类豆芜菁,寄主,蚕豆
豆类豆芜菁,寄主,马铃薯
豆类豆芜菁,寄主,番茄
豆类豆芜菁,寄主,茄子
豆类豆芜菁,寄主,辣椒
豆类豆芜菁,寄主,苋菜
豆类豆芜菁,寄主,蕹菜
豆类豆芜菁,为害部位,叶片
豆类豆芜菁,为害部位,花瓣
豆类豆芜菁,防治药物,广谱性杀虫剂
豆类豆荚野螟,学名,EtiellazinckenellaTreitschke
豆类豆荚野螟,属目,鳞翅目
豆类豆荚野螟,属科,螟蛾科
豆类豆荚野螟,别名,豆荚螟
豆类豆荚野螟,别名,豇豆荚螟
豆类豆荚野螟,别名,大豆荚螟
豆类豆荚野螟,别名,洋槐螟蛾
豆类豆荚野螟,别名,槐螟蛾
豆类豆荚野螟,寄主,大豆
豆类豆荚野螟,寄主,豇豆
豆类豆荚野螟,寄主,豌豆
豆类豆荚野螟,寄主,菜豆
豆类豆荚野螟,寄主,扁豆
豆类豆荚野螟,寄主,绿豆
豆类豆荚野螟,防治药物,灭杀毙(21％增效氰·马乳油)6000倍液
豆类豆荚野螟,防治药物,40％氰戊菊酯3000倍液
豆类豆荚野螟,防治药物,2．5％溴氰菊酯3000倍液
豆类豇豆荚螟,学名,MarucatestulalisGeyer
豆类豇豆荚螟,属目,鳞翅目
豆类豇豆荚螟,属科,螟蛾科
豆类豇豆荚螟,别名,豇豆螟
豆类豇豆荚螟,别名,豇豆蛀野螟
豆类豇豆荚螟,别名,豆荚野螟
豆类豇豆荚螟,别名,豆野螟
豆类豇豆荚螟,别名,豆荚螟
豆类豇豆荚螟,别名,豆螟蛾
豆类豇豆荚螟,别名,豆卷叶螟
豆类豇豆荚螟,别名,大豆卷叶螟
豆类豇豆荚螟,别名,大豆螟蛾
豆类豇豆荚螟,分布区域,吉林
豆类豇豆荚螟,分布区域,内蒙古
豆类豇豆荚螟,分布区域,台湾
豆类豇豆荚螟,分布区域,广东
豆类豇豆荚螟,分布区域,广西
豆类豇豆荚螟,分布区域,云南
豆类豇豆荚螟,寄主,大豆(毛豆)
豆类豇豆荚螟,寄主,豇豆
豆类豇豆荚螟,寄主,菜豆
豆类豇豆荚螟,寄主,扁豆
豆类豇豆荚螟,寄主,四季豆
豆类豇豆荚螟,寄主,豌豆
豆类豇豆荚螟,寄主,蚕豆
豆类豇豆荚螟,为害部位,豆叶花
豆类豇豆荚螟,为害部位,豆荚
豆类豇豆荚螟,防治药物,20%三唑磷700倍液
豆类豇豆荚螟,防治药物,40%的灭虫清对水
豆类黑点银纹夜蛾,学名,AutographanigrisignaWalker
豆类黑点银纹夜蛾,属目,鳞翅目
豆类黑点银纹夜蛾,属科,夜蛾科
豆类黑点银纹夜蛾,别名,豆银纹夜蛾
豆类黑点银纹夜蛾,别名,黑点Y纹夜蛾
豆类黑点银纹夜蛾,别名,豌豆造桥虫
豆类黑点银纹夜蛾,别名,豌豆粘虫
豆类黑点银纹夜蛾,别名,豆步曲
豆类黑点银纹夜蛾,异名,PlusianigrisignaWalker
豆类黑点银纹夜蛾,分布区域,东北
豆类黑点银纹夜蛾,分布区域,华北
豆类黑点银纹夜蛾,分布区域,宁夏
豆类黑点银纹夜蛾,分布区域,内蒙古
豆类黑点银纹夜蛾,寄主,大豆
豆类黑点银纹夜蛾,寄主,豌豆
豆类黑点银纹夜蛾,寄主,甘蓝
豆类黑点银纹夜蛾,寄主,白菜
豆类黑点银纹夜蛾,寄主,莴苣
豆类黑点银纹夜蛾,防治药物,每g含100亿以上孢子的青虫菌粉剂1500倍液
豆类黑点银纹夜蛾,防治药物,10％吡虫啉可湿性粉剂2500倍液
豆类黑点银纹夜蛾,防治药物,5％抑太保乳油2000倍液
豆荚斑螟,学名,EtiellazinckenellaTreitschke
豆荚斑螟,属目,鳞翅目
豆荚斑螟,属科,螟蛾科
豆荚斑螟,别名,豆荚螟
豆荚斑螟,别名,豇豆荚螟
豆荚斑螟,别名,大豆荚螟
豆荚斑螟,别名,洋槐螟蛾
豆荚斑螟,别名,槐螟蛾
豆荚斑螟,寄主,大豆
豆荚斑螟,寄主,豇豆
豆荚斑螟,寄主,豌豆
豆荚斑螟,寄主,菜豆
豆荚斑螟,寄主,扁豆
豆荚斑螟,寄主,绿豆
豆荚斑螟,防治药物,灭杀毙(21％增效氰・马乳油)6000倍液
豆荚斑螟,防治药物,40％氰戊菊酯3000倍液
豆荚斑螟,防治药物,2．5％溴氰菊酯3000倍液
豆蚜,学名,AphiscraccivoraKoch
豆蚜,属目,同翅目
豆蚜,属科,蚜科
豆蚜,别名,首蓿蚜
豆蚜,别名,花生蚜
豆蚜,异名,AphislaburniKaltenbach
豆蚜,异名,A．medicaginisKoch
豆蚜,寄主,证豆
豆蚜,寄主,菜豆
豆蚜,寄主,豌豆
豆蚜,寄主,蚕豆
豆蚜,寄主,首蒋
豆蚜,寄主,苔子
豆蚜,为害部位,嫩叶
豆蚜,为害部位,嫩茎
豆蚜,为害部位,豆荚
豆蚜,防治药物,20％康福多浓可溶剂4000倍液
豆蚜,防治药物,2．5％保得乳油2000倍液
豆蚜,防治药物,50％辟蚜雾可湿性粉剂2000倍液
豆蚜,防治药物,10％吡虫啉可湿性粉剂2500倍液
豌豆基腐病,别名,豌豆立枯病
豌豆基腐病,为害部位,种子
豌豆基腐病,为害部位,幼苗茎基部
豌豆基腐病,为害部位,根颈部
豌豆基腐病,病原学名,RhizoctoniasolaniKuhn
豌豆基腐病,病原中文名,立枯丝核菌AG一4菌丝融合群
豌豆基腐病,病原属性,半知菌亚门真菌
豌豆基腐病,病原学名,PythiumdebaryanumHesse
豌豆基腐病,病原中文名,德巴利腐霉
豌豆基腐病,寄主,豆类
豌豆基腐病,寄主,瓜类
豌豆基腐病,寄主,茄果类
豌豆基腐病,寄主,白菜
豌豆基腐病,寄主,油菜
豌豆基腐病,寄主,甘蓝
豌豆基腐病,防治药物,0％甲基立枯磷乳油(利克菌)1200倍液
豌豆基腐病,防治药物,36％甲基硫菌灵悬浮剂500倍液
豌豆基腐病,防治药物,5％井冈霉素水剂1500倍液
豌豆基腐病,防治药物,15％恶霉灵水剂450倍液
豌豆基腐病,防治药物,72.2％普力克水剂800倍液
豌豆基腐病,防治药物,50％福美双可湿性粉剂800倍液
豌豆彩潜蝇,学名,Chromatomyiahorticola(Goureau)
豌豆彩潜蝇,属目,双翅目
豌豆彩潜蝇,属科,潜蝇科
豌豆彩潜蝇,异名,PhytomyzaatricornisMeigen
豌豆彩潜蝇,异名,P.nigricornishorticola(Gourean)
豌豆彩潜蝇,别名,豌豆植潜蝇
豌豆彩潜蝇,分布区域,全国各地
豌豆彩潜蝇,寄主,豌豆
豌豆彩潜蝇,寄主,菜豆
豌豆彩潜蝇,寄主,豇豆
豌豆彩潜蝇,寄主,甘蓝
豌豆彩潜蝇,寄主,花椰菜
豌豆彩潜蝇,寄主,白菜
豌豆彩潜蝇,寄主,油菜
豌豆彩潜蝇,寄主,萝卜
豌豆彩潜蝇,寄主,莴苣
豌豆彩潜蝇,寄主,番茄
豌豆彩潜蝇,寄主,茄子
豌豆彩潜蝇,寄主,大蒜
豌豆彩潜蝇,寄主,马铃薯
豌豆彩潜蝇,为害部位,叶肉
豌豆彩潜蝇,防治药物,50％马拉硫磷乳油1000-2000倍液
豌豆彩潜蝇,防治药物,20％氰戊菊酯乳油
豌豆彩潜蝇,防治药物,2．5％溴氰菊酯乳油
豌豆彩潜蝇,防治药物,20％甲氰菊酯乳油6000一7000倍液
豌豆彩潜蝇,防治药物,40％水胺硫磷乳油1000倍液
豌豆彩潜蝇,防治方法相同,美洲斑潜蝇
豌豆根腐瞒,为害部位,根茎部
豌豆根腐瞒,病原学名,AphanomyceseuteichesDrechsler
豌豆根腐瞒,病原中文名,根腐丝囊霉
豌豆根腐瞒,病原学名,PythiumultimumTrow
豌豆根腐瞒,病原中文名,终极腐霉
豌豆根腐瞒,病原属性,鞭毛菌亚门真菌
豌豆根腐瞒,病原学名,Fusariumsolani(Martius)f.sp.pisi(Jones)SnyderetHansen
豌豆根腐瞒,病原中文名,茄类镰孢豌豆专化型
豌豆根腐瞒,病原属性,半知菌亚门真菌
豌豆根腐瞒,病原学名,Thielaviopsisbasicola(Berk.etBr.)Ferr.
豌豆根腐瞒,病原中文名,根串株霉
豌豆根腐瞒,病原学名,Fusariumoxysporum(Schl.)
豌豆根腐瞒,病原中文名,尖镰孢菌
豌豆根腐瞒,病原学名,Rhizoctoniasolanikuhn
豌豆根腐瞒,病原中文名,立枯丝核菌
豌豆根腐瞒,病原学名,Sclerotiniasclerotiorum(Libert)deBary
豌豆根腐瞒,病原中文名,核盘菌
豌豆根腐瞒,防治药物,20％三唑酮乳油
豌豆根腐瞒,防治药物,75％百菌清可湿性粉剂
豌豆根腐瞒,防治药物,20％甲基立枯磷乳油1200倍液
豌豆根腐瞒,防治药物,72％杜邦克露可湿性粉剂1000倍液
豌豆根腐瞒,防治药物,72.2％普力克(霜霉威)水剂400倍液
豌豆根腐瞒,防治药物,95％恶霉灵(土菌消)精品4000倍液
豌豆灰露病,为害部位,叶片
豌豆灰露病,病原学名,BotrytiscinereaPersonexFr.
豌豆灰露病,病原中文名,灰葡萄孢
豌豆灰露病,病原属性,半知菌亚门真菌
豌豆灰露病,病原学名,Botryotiniafuckeliana(deBary)Whetzel
豌豆灰露病,病原中文名,富氏葡萄孢盘菌
豌豆灰露病,病原属性,子囊菌亚门真菌
豌豆灰露病,防治药物,50％速克灵可湿性粉剂1500-2000倍液
豌豆灰露病,防治药物,50％农利灵可湿性粉剂1000―1500倍液
豌豆灰露病,防治药物,50％扑海因可湿性粉剂1000倍液
豌豆灰露病,防治药物,45％特克多悬浮剂4000倍液
豌豆灰露病,防治药物,50％混杀硫悬浮剂600倍液
豌豆灰露病,防治药物,65％甲霉灵可湿性粉剂1500倍液
豌豆灰露病,防治药物,50％多霉灵(多菌灵加万霉灵)可湿性粉剂1000倍液
豌豆白粉病,为害部位,茎蔓
