title,lable
颖果,newNode
T.flava,newNode
Curvularial;unata(Walker)Boedijn,newNode
小叶诃子,newNode
25%三唑酮可湿性粉剂50g,newNode
芝麻蚜虫,newNode
西南各省,newNode
50％敌敌畏乳油900―1000倍液,newNode
药用植物苏铁斑点病,newNode
50％马拉硫磷乳油1000―1500倍液,newNode
ColletotrichumpisiPatoPatouilard,newNode
面粉,newNode
西北麦区,newNode
50％稻乐丰乳油,newNode
50％甲基硫菌灵(甲基托布律)可湿性粉剂500倍液,newNode
我国各棉区,newNode
65%敌克松可湿性粉剂700倍液,newNode
旱柳,newNode
豆荚斑螟,newNode
山地旱作物田,newNode
陕西南部,newNode
大豆褐斑病(斑枯病),newNode
药用植物害虫豆荚斑螟,newNode
BacilluscereusFranklandandFrankland,newNode
40％敌瘟磷(克瘟散)乳油500―800倍液,newNode
Anomisflava(Fabricius),newNode
50％抗蚜威可湿性粉剂1000—1500倍液,newNode
蛇眼病,newNode
原油乳剂25倍液,newNode
50％稻丰散乳油500倍液,newNode
Drechsleraavenae(Eidam)ShoemakerHelminthosporiumavenae(Eidam),newNode
CuscutachinensisLamb.,newNode
20%粉乡宁乳油1000倍液,newNode
百合潜隐病毒,newNode
卫福拌种剂,newNode
氯化苦,newNode
小麦丛矮病,newNode
旋花科一年生草本植物,newNode
80％敌敌畏乳油50倍液,newNode
Fusariumsolani(Mart.)Sacc．,newNode
Cifuna1ocuplesWalker,newNode
甘薯全翅羽蛾,newNode
M.arenariaChitwood,newNode
禾本科水生蔬菜,newNode
白僵菌粉,newNode
PucciniakuehniiButl.,newNode
茶树茶蚕,newNode
25％爱卡士乳油800―1000倍液,newNode
圆秆油菜,newNode
清热、利湿、杀虫,newNode
50％速克灵或农利灵可湿性粉剂1500倍液,newNode
OlpidiumviciaeKusanoKusan,newNode
绿风95,newNode
波美1°一3°。石硫合剂,newNode
12.5%治萎灵水剂500倍液,newNode
PestalotiasinensisShen．,newNode
2％杀螟松粉,newNode
稻绿核菌,newNode
药用植物害虫榆毒蛾,newNode
芦柴,newNode
稻脚青,newNode
根霉,newNode
25％亚胺硫磷乳剂,newNode
旋花白锈,newNode
20%三唑酮(粉锈宁)乳油,newNode
黄芪尾孢,newNode
2．5％溴氰菊酯乳油2000倍液,newNode
小麦(镰刀菌)根腐病,newNode
5%硫酸亚铁溶液,newNode
刮青虫,newNode
瓜亮蓟马,newNode
至麻,newNode
Paralepidosaphestubu10rμm(Ferris),newNode
低洼湿地,newNode
高梁尾孢,newNode
"Trichotheciumroseum(Pull.)Link［TrichodermaroseumPers.,CephalotheciumroseumCorda］",newNode
50％甲胺磷药液,newNode
番石榴假尾孢,newNode
撤甲敌粉或乙敌粉,newNode
细叶益母草,newNode
叶片中、上部,newNode
烟曲霉,newNode
北京,newNode
大麦纹枯病,newNode
甘蔗蓟马,newNode
麦简管蓟马,newNode
蚂蚱,newNode
25％三唑酮可湿性粉剂l500―2000倍液,newNode
窃蠹科,newNode
苔菜,newNode
波美3。―5。石硫合剂,newNode
PyriculariaoryaeCav.,newNode
我国甘薯产区,newNode
40%灭病威乳剂500倍液,newNode
穗部未成熟籽粒,newNode
茎裂病,newNode
5%呋喃丹颗粒剂1-2kg,newNode
广翅蜡蝉科,newNode
活血止痛,newNode
12.5％增效多菌灵浓可溶剂200一300倍液,newNode
玉米蓟马,newNode
3％久效磷颗粒剂,newNode
20％氟杀乳油2000倍液,newNode
嫩叶正面,newNode
25％亚胺硫磷乳油500倍液,newNode
ThripsclarusMoulton,newNode
90％敌百虫晶体800—1000倍液,newNode
羊蜡罐,newNode
小麦,newNode
5％氟虫脲乳油,newNode
65%甲霉灵可湿性粉剂1000倍液(万霉灵1@#),newNode
桑臭虫,newNode
60％防霉宝可溶性水剂2号800倍液,newNode
10％多抗霉素水剂或庆丰霉素,newNode
Setariaviridis(L．)Beauv．,newNode
烟草脉斑病毒病,newNode
马铃薯早疫病,newNode
l.8％爱福丁乳油3000倍液,newNode
烟草野火病,newNode
PucciniahordeiOtth.,newNode
药用植物蕺菜白绢病,newNode
硫酸链霉素4000倍液,newNode
金盏菊,newNode
Macrophominaphaseolina(Tassi)Goid.,newNode
鞘潜蝇,newNode
Peronosporafarinosa(Fries)Fries,newNode
20％速灭杀丁乳油3000一4000倍液,newNode
台湾蔗区,newNode
72%杜邦克露可湿性粉剂800倍液,newNode
14%络氨铜水剂300～400倍液,newNode
黄河流域,newNode
Aleurocanthusspiniferus(Quaintance),newNode
谷子,newNode
高梁乌米,newNode
马铃营根部,newNode
盾斯科,newNode
焦斑病,newNode
药用植物害虫红花指管蚜,newNode
活血祛瘀、消肿止痛、止血降压,newNode
3％甲基异硫磷颗粒剂,newNode
芝麻白粉病,newNode
DitylenchusdestructorThorne,newNode
40％毒死蜱乳油1500倍液,newNode
棉花棉铃虫,newNode
植宝素6000倍液,newNode
野篙,newNode
食蚜蝇,newNode
长江以南各省区,newNode
马铃薯炭疽病,newNode
细菌性叶烧病,newNode
0.2%敌菌铜,newNode
木薯炭疽病,newNode
荞麦黑斑病,newNode
3%克线磷,newNode
地上全草,newNode
散居型亚洲飞蝗,newNode
25％灭幼脲3号悬浮剂500―600倍液,newNode
0.3%印栋素乳油50~100克,newNode
亚麻镰孢,newNode
东面临海,newNode
Laphygmaexigua(Hubner),newNode
苍耳轴霜霉,newNode
营养体,newNode
北方糜、黍产区,newNode
大腿蜂,newNode
50％萎锈灵乳油800倍液,newNode
秧苗叶片,newNode
40％乐果乳油柴油液,newNode
主根,newNode
8010,newNode
75％甲基托布津可湿性粉剂1000倍液,newNode
消肿解毒和杀虫,newNode
叶背面,newNode
Prodenialitura(Fabricius),newNode
75％虱螟特可湿性粉剂,newNode
Burdockmosaicvirus,newNode
颠茄尾孢,newNode
椰凹圆蚧,newNode
狗尾草平脐蠕孢,newNode
水稻端大蓟马,newNode
Bruchuspisorum(Linnaeus),newNode
晚稻秧苗,newNode
后黄卷叶蛾,newNode
25%亚胺硫磷乳油1000倍液,newNode
玉米象,newNode
磷铵,newNode
喜马拉亚聚瘤姬蜂,newNode
花生黄卷叶螟,newNode
50％马拉硫磷乳油l000倍液,newNode
50％乙酰甲胺磷乳油800倍液,newNode
蝙蛹蛾科,newNode
25％扑虱灵乳油l000一1500倍液,newNode
睡莲拟叉梗孢,newNode
山坡,newNode
灭杀毙(21％增效氰?马乳油)3000倍液,newNode
Ceroplastesceriferus(Anderson),newNode
篙菟子,newNode
25％络氨铜水剂500倍液,newNode
茶树茶二叉蚜,newNode
69%安克?锰锌可湿性粉剂900―1000倍液,newNode
25%叶枯灵(渝-7802)可湿性粉剂175-200g,newNode
粉葛,newNode
Pseudomonassyringaepv.myricaeC.Ogimi,newNode
沙枣,newNode
粟(谷子)胡府斑病,newNode
5%辛硫磷颗粒剂,newNode
丝瓜,newNode
成株的茎基部,newNode
灭杀毙(21％增效氰?马乳油)6000倍液,newNode
花生缺素症,newNode
齐整小核菌,newNode
油菜番茄斑潜蝇,newNode
10xostegeVerticalisLinnaeus,newNode
棉古毒蛾,newNode
茄病病镰刀菌大豆专化型,newNode
SclerotiumrolfsiiSacc.,newNode
吴茱荚,newNode
90%代森锰锌,newNode
黄宽条跳甲,newNode
龙眼鬼帚病毒,newNode
药用植物百合疫病,newNode
西伯利亚五趾跳鼠,newNode
油菜种子拌裹,newNode
紫斑谷螟,newNode
药用植物害虫亚洲玉米螟,newNode
Oulemaoryzae(Kuwayama),newNode
10％毗虫啉可湿性粉剂1500倍液,newNode
2．5％敌百虫粉,newNode
恨虎眼,newNode
东南沿海,newNode
60%防霉宝2号水溶性粉剂800-1000倍液,newNode
直枝顶孢霉,newNode
5％磷化锌,newNode
75%的3911乳油150ml,newNode
NarangaaenescensMoore,newNode
菜蚤子,newNode
桑姬象鼻虫,newNode
调经止血,newNode
20％菊杀乳油2000倍液,newNode
甘蔗叶灼病,newNode
播下或刚发芽的种子,newNode
30％碱式硫酸铜悬浮剂400倍液,newNode
白蚁科,newNode
64％杀毒矾M8可湿性粉剂,newNode
清热利尿,newNode
3％克百威粒剂,newNode
聚合草,newNode
20％石灰水,newNode
桑间座壳,newNode
棕丝单囊壳,newNode
1605毒谷,newNode
茵篙,newNode
尖头蚱蜢,newNode
FusariumoxysporumSclll．f．sp．vanillae(Tuck．)Gord．,newNode
叶部,newNode
Atheriarolfsii(Curzi)Tu.andKimbrough,newNode
60%甲霉灵可湿性粉剂1000倍液,newNode
小茧蜂,newNode
水稻稻巢螟,newNode
黑皮蠹,newNode
3%恶性甲水剂300倍液,newNode
灯蝴科,newNode
小黑菌核病,newNode
玉米高温干旱,newNode
花蓼,newNode
25％三pj酮(粉锈宁)可湿性粉剂1000倍液,newNode
柳尺蠖,newNode
拟除虫菊酯类药剂4000倍液,newNode
甜菜象甲,newNode
氮、磷、钾肥,newNode
40％霜疫灵(疫霉净、乙磷铝)200倍液,newNode
茶树台湾黄毒蛾,newNode
舟蛾科,newNode
星宿菜,newNode
36％甲基硫菌灵悬浮剂,newNode
Fusariumvasinfectumvar.sesamiZap.,newNode
浙江文城,newNode
25％敌力脱乳油4000倍液,newNode
花脸,newNode
14%络氨铜水剂350倍液,newNode
98%巴丹原粉1500～2000倍液,newNode
叶片正、反两面,newNode
Erwiniachrysanthemipv．zeae(Sabet)Victoria，Arb01edaetMunoz,newNode
萎缩病,newNode
马拉硫磷,newNode
东北各省,newNode
直喙镰孢,newNode
27%高脂膜乳剂80-100倍液,newNode
芥蓝,newNode
各种益鸟,newNode
50%多菌灵可湿性粉剂600倍液,newNode
江苏丘陵麦区,newNode
桑树桑白毛虫,newNode
稻小潜叶蝇,newNode
中下部少数小穗,newNode
谷子负泥虫,newNode
18％甲霜胺?锰锌可湿性粉剂600倍液,newNode
10％溴·马乳油2000倍液,newNode
2．5％功夫,newNode
50％萎锈灵可湿性粉剂1000倍液,newNode
Anop10cnemisbinotataDistant,newNode
甜菜害虫一甘蓝夜蛾,newNode
40％乙酰甲胺磷乳油,newNode
向日葵锈病,newNode
蔡科,newNode
药用植物,newNode
甲基硫菌灵,newNode
菜豆黄斑花叶病毒,newNode
90％晶体敌百虫500一1000倍液,newNode
腐熟的有机肥,newNode
小丽花,newNode
全国各省,newNode
水稻福寿螺,newNode
薯蓣柱盘孢褐斑病,newNode
根下部,newNode
50%复方菌核净可湿性粉剂1000倍液,newNode
药用植物女贞叶斑病,newNode
HellulaundalisFabricius,newNode
桃蛀螟,newNode
2.5％氯氰灵乳油1000―2000倍液,newNode
80％晶体敌百虫1000倍液,newNode
啤酒花,newNode
50％福美双粉剂,newNode
Tomatospotwiltvirus，,newNode
油菜菜娥,newNode
4％DJ复合粒剂,newNode
77％可杀得微粒可湿性粉剂600倍液,newNode
Maizeroughdwarfvirus,newNode
食根蛆,newNode
35％卵虫净乳油1000一1500倍液,newNode
Merionesunguiculatus(Milne―Edwards),newNode
稻青蝽,newNode
10%氯霉素,newNode
啤酒花灰霉病,newNode
土荆介,newNode
东北平原,newNode
小麦冻害,newNode
金翅蛾,newNode
白茅属,newNode
SphacelomabatatasSawada,newNode
50%马拉硫磷乳油1000-1500倍液,newNode
玉蜀黍生壳针孢,newNode
蛇麻,newNode
50％甲基硫菌灵可湿性粉剂600倍液,newNode
Mycosphaerellagossypina(Cooke)Earle,newNode
五道眉,newNode
水稻烂秧病,newNode
25％多菌灵可湿性粉剂600倍液,newNode
Mycoplasma一likeorganism,newNode
0.05%的钼酸铵溶液,newNode
药用植物枣锈病,newNode
豆类条蜂缘蝽,newNode
青枯病拮抗菌MA－7,newNode
乌龟虫,newNode
野落苏,newNode
幼嫩的心叶,newNode
莎草科多年生草本植物,newNode
顶端嫩叶,newNode
药用植物害虫金针虫类,newNode
50%甲基立枯灵(利克菌),newNode
10％杀枯净1000倍液,newNode
枸杞,newNode
紫薇白粉菌,newNode
竹节虫目,newNode
RhizoctoniasolaniKtihn,newNode
生石灰,newNode
辽河,newNode
芫荽(胡荽),newNode
灰穗,newNode
幼苗子叶,newNode
玉米丝核菌穗腐病,newNode
甜菜肖藜泉蝇,newNode
茎秆,newNode
清热解毒、活血祛瘀,newNode
P.alliiSawada.,newNode
50％杀螟硫磷乳油1000一1500倍液,newNode
温带,newNode
朝颜,newNode
60%防霉宝超微可湿性粉剂100―1500倍液,newNode
40%大富丹可湿性粉剂400～500倍液,newNode
35％赛丹乳油2000―3000倍液,newNode
ColletotrichumhigginsianumSacc.,newNode
跳甲幼虫,newNode
VanessaindicaHerbst,newNode
Ustilagomaydis(DC．)Corda,newNode
双带夜蛾,newNode
柿蒂,newNode
12.5%特谱唑(烯唑醇、速保利)可湿性粉剂1000―2000倍液,newNode
Laccopteraquadrimaculataquadrimaculata(Thunberg),newNode
甘薯白羽蛾,newNode
Phyl10stictaligustriSacc．,newNode
碧桃,newNode
干腐色二孢,newNode
PterophorusmonodactylLinnaeus,newNode
棉花苜蓿盲蝽,newNode
农田中,newNode
花器,newNode
65％代森锌可湿性粉剂400倍液,newNode
棉花棉叶蝉,newNode
贮藏期块茎,newNode
"MeloidogyneoryzaeMaas,Sanders&amp;Dede.",newNode
50％拌种双粉剂,newNode
豆类豆天蛾,newNode
大豆菌核病,newNode
甘蔗田亚洲玉米螟,newNode
四川北部,newNode
1.8％爱比菌素乳油,newNode
25％倍乐霸乳油1000一2000倍液,newNode
80%乙蒜素1500倍液,newNode
油菜缺素症,newNode
80％大生M-45可湿性粉剂700倍液,newNode
真菌,newNode
Fusariumsolani(Martl)Sacc．,newNode
蚕豆(BYMV)花叶病,newNode
棉花,newNode
国内各桑产区,newNode
3％米乐尔颗粒剂,newNode
50%乙酰甲胺磷乳剂1000倍液,newNode
PenicilliumoxalicumCurrieetThom,newNode
80％异稻瘟净乳油,newNode
胫疮病,newNode
Pseudomonassyringaepv．mori(BoyeretLambert)Youngetal．,newNode
玉米灰霉病,newNode
甘薯叶甲指名亚种,newNode
0．6％一0.7％石灰半量式波尔多液,newNode
吊死鬼,newNode
奇异长喙壳,newNode
小麦卷曲病,newNode
半边黄,newNode
64％杀毒矾可湿性粉剂500倍液,newNode
40%稻瘟灵(富士一号)乳油1000倍液,newNode
Rialeurodesabutionea,newNode
Aulacophoranigripennis(Motschulsky),newNode
大豆球腔菌,newNode
Rhizoperthadominica(Fabricius),newNode
硝酸钠40％,newNode
Apodemusagrarius(Pallas),newNode
清热解毒，活血散瘀,newNode
罗汉果,newNode
黄瓜花叶病毒,newNode
水稻低温冷害,newNode
F.acuminatum(Ell.etEv.)Wr.税顶镰孢,newNode
AlternariatenuisNees,newNode
黑线姬鼠,newNode
穗苞,newNode
清热燥湿、泻火解毒,newNode
小造桥虫,newNode
40％克瘟散乳油800―900倍液,newNode
MonilochaetesinfuscansEll.etHalst.exHarter,newNode
水稻白绢病,newNode
桑科一年生草本植物,newNode
苗木的叶柄,newNode
蛙类,newNode
补益肝肾、涩精止汁,newNode
1％红糖的粥汤,newNode
20％好年冬乳油800倍液,newNode
40％毒死婶乳油1250倍液,newNode
药用植物魔芋白绢病,newNode
芝麻青枯病,newNode
药用植物冬葵菌核病,newNode
鸡屎烂,newNode
0．1％铜氨液(50g硫酸铜加12％氨水500m1，对水50kg),newNode
26%硫酸铵液,newNode
芝麻田棉铃虫,newNode
土蚕,newNode
Lymantriadispar(Linnaeus),newNode
顶端叶片,newNode
菊虎,newNode
细须螨科,newNode
Matsumuraesesphaseoli(Matsumura),newNode
玉蜀黍平脐蠕孢,newNode
小麦黑节病,newNode
18％甲霜胺锰锌可湿性粉剂600倍液,newNode
25％扑虱灵乳油1000—1500倍液,newNode
90％晶体敌百虫1008加40％乐果乳油50ml对水喷雾,newNode
甘蔗条螟,newNode
30％绿得保悬浮剂400倍液,newNode
万寿菊,newNode
12.5%特谱唑(烯唑醇、速保利)可湿性粉剂1000—2000倍液,newNode
25％杀虫脒,newNode
50％灭蚜松乳油,newNode
活血行瘀、润燥滑肠,newNode
绿豆炭疽病,newNode
0.1％一0.3％TMK,newNode
70%甲基硫菌灵可湿性粉剂600倍液,newNode
10%抑多威乳油3000倍液,newNode
山东,newNode
水分散粒剂1000倍液,newNode
北美洲,newNode
S.apii(BriosietCav.)Chest,newNode
Acherontiastyx(Westwood),newNode
油菜象鼻虫,newNode
3000倍的2．5%溴氰菊酯乳油水液,newNode
桑灰霉病,newNode
麻田豆秆野螟,newNode
烟草根结线虫病,newNode
苎麻角斑病,newNode
清肺胃热、生津止渴,newNode
河南,newNode
90%晶体敌百虫,newNode
溴氰菊酯乳剂,newNode
47％加瑞农,newNode
黑胚病,newNode
花轴,newNode
四川盆地,newNode
ColletotrichumhibisciPollacci,newNode
5%皂矾液,newNode
PHytophthorasp.,newNode
Heteropappusaltaicus(Willd．)NovoPokr．,newNode
40%百菌清悬浮剂(顺天星1号)600倍液(北京市顺义县农药厂),newNode
20％菊?马乳油3000倍液,newNode
幼茎,newNode
40％甲基异柳磷乳油400倍液,newNode
玉蜀黍壳针孢,newNode
通经络、消结肿、止痛,newNode
1．5％乐果粉,newNode
20％井冈霉素可湿性粉剂,newNode
药用植物莴苣小核盘菌软腐病,newNode
早春作物,newNode
3%石灰水,newNode
药用植物蕹菜猝倒病,newNode
50％扑海因可湿性粉剂l000倍液,newNode
40％灭抗铃乳油2000倍液,newNode
8％保棉丹乳油,newNode
50％甲基硫菌灵可湿性粉剂500倍液,newNode
小麦雪腐病,newNode
25％亚胺硫磷或杀虫净,newNode
麦水蝇,newNode
30％碱式硫酸铜悬浮剂300―400倍液,newNode
收敛止血、解毒止痛、益肾固精、降血压,newNode
爪哇刺蛾寄蝇,newNode
茶生叶点霉,newNode
内蒙古高原,newNode
D.gramines(Rabenb.etSchlecht.)Shoem.,newNode
榆射丝孢,newNode
玉米线虫病,newNode
变灰尾孢,newNode
蚕豆单胞锈菌,newNode
12%绿乳铜乳油600倍液,newNode
20％灭扫利乳油3000一5000倍液,newNode
牙齿草,newNode
20％三唑酮乳油1000倍液,newNode
甘薯叶甲丽鞘亚种,newNode
黄绒茧蜂,newNode
水稻谷枯病,newNode
向日葵列当,newNode
CercosporaalthaeinaSacc．,newNode
美仁蕉,newNode
条螟,newNode
绿豆轮纹病,newNode
悬藓,newNode
农作物幼苗,newNode
EctropisobliquahypulinaWehrli,newNode
棉花琉璃弧丽金龟,newNode
艳山姜,newNode
芜菁科,newNode
BotrytiscinereaPersexFr．,newNode
玉米赤霉病,newNode
Eysacorisguttiger(Thunb.),newNode
ErysipheartemisiaeGrev．,newNode
花生冠腐病,newNode
燕麦坚黑穗病,newNode
25%多菌灵可湿性粉剂400-500倍液,newNode
AgrotissegetumSchiffermtiller,newNode
50％多霉灵(万霉灵2#)可湿性粉剂1000倍液,newNode
聋烟,newNode
Pucciniaphragmitis(Schum．)Korn．,newNode
药用植物桃南瓜(金瓜)曲霉病,newNode
黄蜀葵,newNode
每克含100亿的青虫菌原粉,newNode
Peamosaicvirus,newNode
禾谷丝核菌CAG-1、CAG-3、CAG-6和AGC1等4个菌丝融合群,newNode
0.2%洗衣粉,newNode
60%防霉宝超微可湿性粉剂1000倍液,newNode
蛞蝓科,newNode
茄链格孢,newNode
黍蚊,newNode
AscochytafabaeSpegazzini,newNode
厚朴,newNode
SporisoriumsorghicolumLiangetYao,newNode
毛豆(青大豆),newNode
药用植物小蓟灰斑病,newNode
BBWV,newNode
云南菜蝽,newNode
10%吡虫啉可湿性粉剂2000-3000倍液,newNode
Lasiodermaserricorne(Fabricius),newNode
桑黑瘿蚊,newNode
荚白,newNode
MassariaphorcioidesMiyake,newNode
茎节间,newNode
20％杀灭菊酯乳剂2000倍液,newNode
Glomerellacingulata(Stenem．)Spauld，etSchrenk,newNode
药用植物珍珠梅褐斑病,newNode
粉红聚端孢,newNode
内蒙古河套,newNode
30%百科乳油,newNode
25％灭蜗猛可湿性粉剂1000―1500倍液,newNode
F.graminearum,newNode
30％氧乐氰乳油2000―3000倍液,newNode
茶尾孢,newNode
中下部,newNode
球壳孢目大茎点,newNode
50%混杀硫悬浮剂,newNode
京梨尾泡,newNode
亚胺敌敌畏,newNode
Alternarianelumbii(Ell.etEv.)Enlows-etRand,newNode
6％密达杀螺颗粒剂,newNode
0.0125%的12.5%烯唑醇(速保利)可湿性粉剂,newNode
茶树芽枯病,newNode
苦英菜,newNode
朝鲜粉蝶,newNode
菊花壳二孢,newNode
5%来福灵乳油3000倍液,newNode
90%晶体敌百虫800-900倍液,newNode
食蚜瓢虫,newNode
中华微刺盲蝽,newNode
万家宝500―600倍液,newNode
Colletotrichumgraminicola(Ces．)Wilson,newNode
青海,newNode
花菩,newNode
CercosporataiwanensisMetetYam,newNode
芝麻短额负蝗,newNode
茄子,newNode
祛风湿、活血去痹、止血、清热解毒、化痰止咳,newNode
ChloropsoryzaeMatsumura,newNode
2．5％辛硫磷粉,newNode
盾炒科,newNode
AmpullariagigasSpix,newNode
12%绿乳铜乳油,newNode
Fusariumoxysporum(Schlecht)f.sp.nicotianae(Johns.)SnyderetHansen,newNode
硝酸钠,newNode
50％辟蚜雾,newNode
Mythimnaseparata（Walker）,newNode
G10merellaglycines(Hori)LehmanetWolf,newNode
菜叶,newNode
RhizoctoniacerealisVanderHoevenCAG-1,newNode
顶部叶片,newNode
75％甲基托布津,newNode
50%马拉硫磷1000―1500倍液,newNode
ChenopodiumalbumL．,newNode
14%黑偻净胶悬剂2400倍液,newNode
蚕豆萎蔫病毒,newNode
玉米枝孢穗腐病,newNode
43％新百灵乳油1500倍液(北京顺义农药厂),newNode
药用植物害虫吹绵蚧,newNode
PyriculariasetariaeNishik.,newNode
40%多福混剂(多苗灵+福美双各半量),newNode
AscochytacycadinaScalia,newNode
盲熔黑卵蜂,newNode
Ricetransitoryyellowingvirus,newNode
油菜大菜粉蝶,newNode
低湿地旱作物,newNode
50%速克灵可湿性粉剂1500-2000倍液,newNode
吐根,newNode
稻梨孢霉(荚白梨孢),newNode
玉米雌雄花期不协调,newNode
水稻稻螟蚜,newNode
大蒜,newNode
长江以南各省,newNode
台湾属孢,newNode
灯娥科,newNode
全穗籽粒,newNode
64%杀毒矾可湿性粉剂500倍液,newNode
油菜黑龙江简喙象,newNode
1：1：100―200倍液的2，4一D丁酯,newNode
桑树桑根瘿蚊,newNode
1：2：200倍式波尔多液,newNode
50％杀螟松乳油1500一2000倍液,newNode
48％毒死婶乳油1300倍液,newNode
药用植物绿豆叶斑病,newNode
茶树白囊蓑蛾,newNode
Pseudomonassyringaepv．angulata(Fromeetal)Holland,newNode
ChrysomelaadonidisPall.,newNode
叶片正面,newNode
25%三唑酮可湿性粉剂1500—2000倍液,newNode
Erwomoastewartii(Smith)Dye.,newNode
70％代森锰锌干悬粉500倍液,newNode
80％敌敌畏乳剂1500倍液,newNode
燕麦炭疽病,newNode
乙醚,newNode
地下茎基部,newNode
1.5%乐果粉,newNode
72％霜脲锰锌(克抗灵)可湿性粉剂800倍液,newNode
白条黄单胞菌,newNode
药用植物害虫梨小食心虫,newNode
C．dauricumvar．auripenne(Motschul―sky),newNode
大米粉红聚端孢病,newNode
荸荠柱盘孢,newNode
稻茎,newNode
沿海各省,newNode
棉花大造桥虫,newNode
甲奈威,newNode
棉叶的背面,newNode
内蒙(扎兰屯),newNode
山区或近山区,newNode
21％灭杀毙乳油3000一4000倍液,newNode
2．5％保得乳油3000倍液,newNode
果树苗木,newNode
坏损外担菌,newNode
“农家宝”1号30ml,newNode
鞭毛茁亚门真菌,newNode
棉花大蓑娥,newNode
稻条叶枯病,newNode
促丰宝活性液肥E型600―800倍液,newNode
90%以上硫酸铜100-200g,newNode
10%稻宁(甲基砷酸钙)可湿性粉剂,newNode
药用植物玉竹曲霉病,newNode
50%甲霜铜可湿性粉剂,newNode
硼砂320一500g,newNode
M.javanica(Treub)Chitwood,newNode
BrachmiamacroscopaMeyrick,newNode
玉蜀黍球梗孢菌,newNode
山楂,newNode
50%多菌灵可湿性粉剂1000倍液,newNode
2.5%敌百虫粉杀蛾,newNode
蝼蛄,newNode
5%萎锈灵可湿性粉剂,newNode
5％抑太保乳油2000倍液,newNode
40％氧乐果乳油1500倍液,newNode
Xanthomonascampestrispv.translucens(Jonesetal.)Dye,newNode
50％抗蚜威可湿性粉剂2500倍液,newNode
玉米粉红聚端孢穗腐病,newNode
蟋蟀草,newNode
80％敌百虫,newNode
CercosporachrysanthemiHealdetWolf,newNode
金桑,newNode
燕麦散黑穗病,newNode
水稻电光叶蝉,newNode
LamprosemaindicataFabricius,newNode
马铃薯茎线虫病,newNode
Thripsalliorum(Priesner),newNode
14%络氨铜水剂300-400倍液,newNode
抗癌、降压,newNode
促丰宝Ⅱ号600-800倍液,newNode
茶树侧多食跗线螨,newNode
50%多菌灵可湿性粉剂800-1000倍液,newNode
2％BO―10水剂100倍液,newNode
Panonychuscitri(McGregor),newNode
1．8％爱福丁(BA一1)乳油抗生素杀虫杀螨剂5000倍液,newNode
芝麻蚜,newNode
50％稻丰散乳油1500一2000倍液,newNode
我国中部及南部地区,newNode
Pseudomonasstriafaciens(Elliott)StarretBurkh．＝PseudomonasavenaeManns,newNode
构把,newNode
死藤,newNode
AspergillusflavusLink,newNode
50％倍硫磷乳油,newNode
BotrytiscinereaPers.,newNode
50%多菌灵可湿性粉剂600—700倍液,newNode
绿亨1号,newNode
蔗根,newNode
窄斑病,newNode
90%敌百虫结晶800~1000倍液,newNode
通草,newNode
谐夜峨,newNode
棉花三点盲蝽,newNode
FusariumoxysporumSchl.f.sp.tracheiphilumSnyd.etHans.,newNode
大椒,newNode
苦豆,newNode
稻灰色菌核病,newNode
豌豆黄顶病毒,newNode
咖啡黑褐蛾蜡蝉,newNode
ErysiphepisiDC.,newNode
1500倍的80%敌敌畏乳油水液,newNode
清热凉血、活血行瘀,newNode
水稻倒伏,newNode
LeptosphaeriataiwanensisYenetChi,newNode
根皮层组织,newNode
黄河、长江流域,newNode
水分散颗粒剂1000倍液,newNode
5%氟虫脲乳油500倍混合液,newNode
虎尾草,newNode
白芍药,newNode
氮、磷、钾速效肥,newNode
与地面接触的叶部,newNode
Batocerahorsfieldi(Hope),newNode
药用植物黄芪根腐病,newNode
达乌尔鼠兔,newNode
70%敌克松可湿性粉剂,newNode
六棱柱,newNode
全国豆产区,newNode
HalticusminutusReuter,newNode
1％酒精,newNode
阿尔泰紫菀,newNode
Eurydemadominulus(Scop01i),newNode
TakahashiajaponicaCockerel1,newNode
Glomerellacingulata(Stonem．)Spauld．etSchren,newNode
茶树长白盾蚧,newNode
坐裸,newNode
果树幼苗,newNode
水稻三化螟,newNode
0．5％抗毒丰(菇类蛋白多糖)水剂300倍液,newNode
花生田茶黄硬蓟马,newNode
PapiliomachaonLinnaeus,newNode
20％氰戊菊酯乳油2000一2500倍液,newNode
曲纹绿刺蛾,newNode
Pseudomonassetaria(Okabe)Savalescu,newNode
俗称小白蛾子,newNode
乌霉,newNode
ercosporachengtuensisTai,newNode
75%百菌清,newNode
三唑酮(粉锈宁),newNode
英果,newNode
菠菜,newNode
批把,newNode
井冈霉素,newNode
Peronosclerosporaphilippinensis(West．)Shaw,newNode
花冠,newNode
25％杀虫双水剂150―200ml,newNode
粟腥黑穗病,newNode
LepidiumlotifoliumL.var．affineC．A．Mey．,newNode
糖醋液,newNode
50%多菌灵可湿性粉剂900-1000倍液,newNode
75%百菌清可湿性粉剂700-800倍液,newNode
药用植物鸭儿芹锈病,newNode
70％甲基硫菌灵可湿性粉剂700倍液,newNode
悬钩子,newNode
玉米链格孢菌叶枯病,newNode
药用植物杏疔病,newNode
0.6%～1%氯化钾溶液,newNode
喷施宝,newNode
基肥,newNode
Mycoplasmalikeorganism,newNode
北沙参,newNode
ChilosacchariphagusBojer,newNode
AtherigonabisetaKarl,newNode
50％抗蚜威可湿性粉剂2000倍液,newNode
